-100	0	0
-74.179	0.754957	0.0839022
-65.0932	0.71646	0.188361
-33.7834	0.98947	0.312346
-26.4863	0.97018	0.265903
-22.526	0.974854	0.578776
-20.5267	0.965217	0.681834
-20.5229	0.96222	0.67931
-22.1976	0.956865	0.630696
-24.7912	0.958085	0.680367
-29.0132	0.959222	0.582459
-36.5154	0.920957	0.361309
-45.2691	0.744543	0.187093
-52.3818	0.755187	0.223611
-41.4849	0.557	0.160712
-32.3363	0.754263	0.215736
-31.4002	0.785264	0.147211
-27.5524	0.946248	0.490713
-25.5616	0.953473	0.690455
-28.1656	0.959202	0.650826
-29.3121	0.964456	0.703923
-26.2474	0.95807	0.759951
-24.3405	0.953348	0.769419
-23.5865	0.949101	0.773942
-23.7699	0.950226	0.736349
-23.8671	0.951622	0.706533
-24.661	0.960334	0.706254
-27.4614	0.962561	0.594993
-32.9122	0.970205	0.461087
-44.5982	0.980285	0.117013
-70.8537	0.692973	0.180003
-100	0	0
-64.7852	0.943768	0.105509
-50.2931	0.838864	0.204607
-36.7456	0.982009	0.170752
-35.4455	0.943989	0.150587
-32.5889	0.942334	0.304394
-26.8381	0.966224	0.522862
-23.542	0.967123	0.710471
-22.0838	0.965018	0.719458
-21.7152	0.961148	0.707766
-23.207	0.961818	0.642684
-27.7251	0.969467	0.402036
-34.3204	0.972919	0.38213
-39.7134	0.982411	0.364575
-44.69	0.961373	0.371346
-46.6626	0.938756	0.352749
-54.2271	0.882318	0.239365
-47.3136	0.927065	0.103813
-41.7499	0.969869	0.461294
-37.8245	0.964988	0.200339
-28.4734	0.969815	0.183342
-25.6834	0.968326	0.517778
-25.4613	0.968353	0.620216
-26.0156	0.97162	0.68149
-27.9507	0.970217	0.64248
-31.1669	0.956058	0.505191
-35.8485	0.939022	0.365155
-43.7424	0.928295	0.170044
-52.3983	0.799739	0.34163
-52.1119	0.786835	0.3316
-59.7943	0.512897	0.133827
-50.2937	0.54981	0.245919
-34.5655	0.683625	0.24284
-27.9595	0.91336	0.15479
-25.7283	0.984243	0.197706
-28.0348	0.980825	0.167883
-34.6696	0.945381	0.13667
-32.3332	0.965835	0.431487
-29.8751	0.97241	0.534222
-27.2151	0.972658	0.63682
-24.874	0.965606	0.430338
-25.2134	0.961676	0.639546
-25.7627	0.961257	0.558408
-25.3221	0.958067	0.279471
-26.4188	0.958994	0.396022
-28.3873	0.955953	0.379814
-30.6603	0.965454	0.421598
-33.2222	0.966217	0.5713
-37.3563	0.966357	0.476897
-38.0955	0.965722	0.571017
-40.0652	0.949221	0.433635
-40.2679	0.948774	0.285966
-39.782	0.948464	0.287335
-42.6784	0.935071	0.274061
-46.5228	0.946377	0.22991
-46.8849	0.959545	0.405065
-46.7709	0.981364	0.246889
-47.0608	0.987935	0.2854
-50.932	0.981823	0.225491
-58.3095	0.96139	0.221164
-63.2912	0.9342	0.205527
-74.3383	0.529799	0.0591756
-77.7079	0.546379	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
