0.705693	0.247579	0.175307
-4.23019	0.398487	0.203847
-4.53605	0.925983	0.684091
-2.83126	0.928891	0.737499
-4.03165	0.941385	0.750115
-5.64659	0.984865	0.817505
-6.28357	0.993192	0.847809
-5.89972	0.996299	0.850193
-5.80258	0.99385	0.851108
-3.74444	0.974535	0.712251
-1.70976	0.969792	0.786188
-1.56754	0.97793	0.84884
-3.31274	0.980566	0.824904
-6.67968	0.987603	0.800021
-8.88314	0.987594	0.800681
-5.91314	0.979756	0.760786
-2.62112	0.972438	0.815693
-0.714852	0.966486	0.792401
-0.0710731	0.959719	0.788452
0.164311	0.95785	0.817849
-0.0201786	0.95793	0.827896
-0.697705	0.952177	0.81634
-0.644704	0.950498	0.807595
-0.0505386	0.94864	0.816146
0.202563	0.954359	0.840052
-1.04077	0.957496	0.811958
-3.34747	0.966873	0.809935
-5.10708	0.978336	0.807398
-5.44044	0.99452	0.785304
-4.76753	0.994208	0.856889
-5.11888	0.997179	0.848559
-6.47389	0.9948	0.854385
-9.91261	0.99656	0.806302
-7.5886	0.227861	0.162207
-6.39559	0.181263	0.163917
-10.5306	0.32501	0.196104
-16.0388	0.592661	0.25525
-17.7412	0.596235	0.226963
-18.9344	0.622753	0.201226
-16.5161	0.746388	0.472032
-12.9376	0.87019	0.628977
-9.70706	0.954647	0.721039
-7.60563	0.955763	0.807229
-6.37847	0.929837	0.825339
-6.07833	0.911236	0.805648
-6.18977	0.908332	0.807093
-5.98242	0.924352	0.803928
-5.20558	0.936004	0.810983
-5.24489	0.939386	0.819836
-6.74135	0.949194	0.816341
-8.78957	0.958366	0.79684
-11.5087	0.970302	0.778094
-14.818	0.972249	0.790205
-19.2253	0.955218	0.723265
-24.7908	0.891681	0.516228
-29.7462	0.741753	0.31476
-31.9456	0.762092	0.243241
-33.0003	0.83898	0.476406
-35.5747	0.85676	0.326173
-37.7654	0.868318	0.368145
-39.9665	0.869516	0.204288
-43.545	0.797274	0.213934
-46.0372	0.686736	0.185259
-48.6111	0.520225	0.135281
-49.098	0.523835	0.164422
-50.0298	0.42817	0.136347
-49.9077	0.394967	0.120897
-48.6037	0.541833	0.220204
-48.7864	0.5337	0.208818
-50.3448	0.347046	0.173422
-49.2998	0.432387	0.211477
-47.1636	0.633482	0.396762
-47.5605	0.586245	0.411896
-49.8479	0.335612	0.142446
-49.8269	0.415071	0.131287
-49.8777	0.429011	0.217222
-44.3409	0.423999	0.111136
-44.2874	0.417581	0.129621
-50.2354	0.339986	0.108347
-50.1773	0.348273	0.096721
-50.1017	0.400801	0.184193
-50.7574	0.393392	0.193813
-50.8553	0.338512	0.144364
-50.9363	0.320855	0.153091
-51.5094	0.263415	0.0984839
-51.6473	0.328525	0.159907
-50.8039	0.429116	0.169674
-50.8514	0.391457	0.150465
-50.8278	0.372887	0.107618
-49.5656	0.448976	0.160108
-49.3333	0.425833	0.188274
-49.71	0.379476	0.159944
-49.3962	0.442824	0.192317
-49.0344	0.494818	0.199389
