-13.3215	0.99243	0.669534
-37.8203	0.955121	0.644022
-50.4485	0.361318	0.160884
-50.6664	0.327144	0.238545
-50.6448	0.287921	0.160977
-50.7526	0.229261	0.123048
-51.0823	0.223922	0.119489
-51.1804	0.241872	0.134197
-51.3559	0.193306	0.109952
-51.0036	0.277634	0.0998592
-50.9363	0.357597	0.0822646
-51.3981	0.339244	0.147263
-48.9899	0.555761	0.131449
-47.6658	0.615703	0.183416
-48.3312	0.519723	0.149607
-30.4716	0.901368	0.37326
-30.1016	0.90445	0.490177
-40.1619	0.884112	0.202794
-47.2475	0.647477	0.208381
-46.7247	0.634496	0.436345
-47.6826	0.57931	0.419816
-47.1781	0.397072	0.257599
-46.5228	0.434844	0.255228
-47.8642	0.552398	0.135266
-47.6218	0.591727	0.148874
-46.9824	0.636326	0.0888383
-45.0904	0.75757	0.138957
-33.7047	-0.562839	0.0555749
-33.725	-0.568211	0.0487978
-45.3847	0.768664	0.265961
-44.9011	0.545902	0.286553
-44.8698	0.56205	0.221162
-40.3403	0.509795	0.129652
-12.6432	0.0386638	0.0632986
-12.6376	0.0396495	0.0628987
-36.6011	0.727913	0.227807
-39.9168	0.926341	0.358648
-40.3559	0.881721	0.146148
-29.4498	0.959021	0.145396
-26.7384	0.99023	0.225686
-29.2818	0.965303	0.390458
-37.2134	0.949354	0.492876
-39.0781	0.939202	0.530719
-17.2006	0.592579	0.326293
-6.94212	0.818475	0.278799
-3.59328	0.857445	0.47648
-3.32739	0.89802	0.753592
-3.91709	0.953112	0.844386
-5.39109	0.957927	0.830305
-8.26929	0.635035	0.650884
-7.79766	-0.411064	0.251485
-6.32295	-0.701046	0.205336
-8.39756	-0.671203	0.224075
-15.5045	-0.260774	0.107099
-20.0816	0.05115	0.129073
-20.1646	-0.0563393	0.108716
-3.28623	0.948453	0.627638
0.728185	0.970443	0.863144
0.450295	0.968774	0.835486
0.400722	0.971399	0.835229
4.51104	0.977921	0.841053
7.10665	0.97474	0.899488
6.83076	0.970074	0.869124
4.34596	0.955342	0.855583
0.166518	0.950867	0.784621
-7.06777	0.970445	0.743321
-8.23901	0.961072	0.819309
-4.13221	0.903111	0.769623
-1.68281	0.863447	0.83224
-2.10553	0.830928	0.80381
-5.01438	0.814079	0.659543
-11.6706	0.811335	0.470182
-34.0264	0.863029	0.400194
-40.0278	0.819136	0.612627
-13.5855	0.769121	0.262986
-9.17219	0.708539	0.248936
-5.00667	0.878907	0.36138
0.133606	0.946943	0.782218
2.58253	0.939883	0.869865
2.55127	0.947756	0.864781
-0.461758	0.949547	0.797521
-6.05888	0.655623	0.224213
-4.75851	0.321034	0.260656
-6.04691	0.289891	0.239284
-12.4687	0.307876	0.160099
-14.9241	-0.113179	0.13539
-14.5527	-0.376138	0.139948
-14.3093	-0.505605	0.214073
-14.8766	-0.541705	0.149085
-15.9711	-0.453557	0.194979
-13.5782	0.295412	0.194479
-13.5172	0.634891	0.182413
-3.43373	0.968731	0.645429
1.3432	0.971654	0.862514
2.27416	0.971549	0.881689
0.0484882	0.964559	0.851763
-2.81031	0.619001	0.372301
0.441797	0.299284	0.209038
3.77557	0.1941	0.2233
5.65014	0.0796994	0.229478
5.99558	0.0271376	0.18551
5.16557	-0.00181119	0.155408
4.43052	-0.00367212	0.139168
3.457	0.112258	0.166887
